Renda,Idade,Tipo_Emprego,Peso_Amostral,Escolaridade,Escolaridade_Anos,Estado_Civil,Ocupacao,Papel_Familiar,Raca,Genero,Ganho_Capital,Perda_Capital,Horas_por_Semana,Pais_Origem
Ate_50k,35,Privado,272338,Tecnico,11,Divorciado,Profissional_Especializado,Nao_Casado,Branca,Feminino,0,0,40,EUA
Acima_50k,55,Gov_Estadual,200497,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,45,EUA
Ate_50k,19,Privado,148392,Medio_Completo,9,Solteiro,Administrativo,Filho,Branca,Masculino,0,0,30,EUA
Acima_50k,43,Gov_Estadual,129298,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,49,Gov_Local,174981,Mestrado,14,Casado,Executivo_Gerencia,Marido,Preta,Masculino,0,0,47,EUA
Acima_50k,48,Gov_Local,328610,Especializacao,15,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,0,45,EUA
Ate_50k,27,Privado,77774,Medio_Completo,9,Solteiro,Operador_Maquina,Filho,Branca,Feminino,0,0,34,EUA
Ate_50k,29,Privado,153805,Medio_Completo,9,Solteiro,Operador_Maquina,Outro_Parente,Outra,Masculino,0,0,40,Equador
Ate_50k,27,Privado,168827,Graduacao,13,Solteiro,Vendas,Filho,Branca,Masculino,0,0,2,EUA
Ate_50k,31,Privado,373432,Fundamental_9,5,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,43,EUA
Ate_50k,26,Privado,57600,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,53,Autonomo,302847,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,0,35,EUA
Ate_50k,23,Privado,227594,Medio_Completo,9,Solteiro,Administrativo,Fora_da_Familia,Branca,Feminino,0,0,30,EUA
Ate_50k,32,Gov_Federal,44777,Medio_Completo,9,Separado,Operador_Maquina,Fora_da_Familia,Preta,Masculino,0,0,46,EUA
Ate_50k,54,,133963,Medio_Completo,9,Viuvo,,Filho,Branca,Feminino,0,0,40,EUA
Ate_50k,36,Privado,279615,Graduacao,13,Divorciado,Vendas,Filho,Branca,Feminino,0,0,40,EUA
Ate_50k,22,Privado,276133,Medio_Completo,9,Solteiro,Agricultura_Pesca,Fora_da_Familia,Branca,Masculino,0,0,50,EUA
Ate_50k,62,Privado,136314,Superior_Incompleto,10,Casado,Administrativo,Esposa,Branca,Feminino,0,0,40,EUA
Acima_50k,43,Privado,184625,Medio_Completo,9,Casado,Administrativo,Esposa,Branca,Feminino,0,0,40,EUA
Acima_50k,34,Empresario,265917,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,27,Privado,158647,Superior_Incompleto,10,Solteiro,Administrativo,Fora_da_Familia,Branca,Feminino,0,0,40,EUA
Ate_50k,35,Privado,22055,Superior_Incompleto,10,Casado,Profissional_Especializado,Marido,Indigena,Masculino,0,0,60,EUA
Ate_50k,41,Gov_Local,176716,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,0,60,EUA
Ate_50k,42,Privado,270721,Graduacao,13,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,0,32,EUA
Ate_50k,24,Privado,100321,Superior_Incompleto,10,Divorciado,Reparos_Manuais,Fora_da_Familia,Branca,Masculino,0,0,48,EUA
Ate_50k,35,Privado,79050,Medio_Completo,9,Solteiro,Transporte,Nao_Casado,Preta,Masculino,0,0,72,EUA
Acima_50k,40,Gov_Local,42703,Superior_Incompleto,10,Casado,Administrativo,Esposa,Branca,Feminino,0,0,40,EUA
Ate_50k,46,Privado,116952,Fundamental_7a8,4,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,0,45,EUA
Acima_50k,45,Privado,331643,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,68,Privado,223486,Medio_Completo,9,Viuvo,Servicos_Gerais,Nao_Casado,Branca,Feminino,0,0,7,Inglaterra
Ate_50k,33,Privado,340332,Graduacao,13,Separado,Executivo_Gerencia,Fora_da_Familia,Preta,Feminino,0,0,45,EUA
Ate_50k,23,Privado,184813,Superior_Incompleto,10,Casado,Servicos_Gerais,Marido,Branca,Masculino,0,0,20,EUA
Acima_50k,42,Autonomo,32185,Graduacao,13,Casado,Agricultura_Pesca,Marido,Branca,Masculino,0,0,60,EUA
Acima_50k,30,Privado,197886,Superior_Incompleto,10,Solteiro,Vendas,Fora_da_Familia,Branca,Masculino,0,0,45,EUA
Ate_50k,35,Gov_Estadual,248374,Superior_Incompleto,10,Divorciado,Administrativo,Nao_Casado,Preta,Feminino,0,0,40,EUA
Ate_50k,40,Privado,382499,Medio_Completo,9,Divorciado,Administrativo,Nao_Casado,Branca,Feminino,0,0,50,EUA
Ate_50k,46,Empresario,161386,Fundamental_9,5,Casado,Administrativo,Esposa,Branca,Feminino,0,0,50,EUA
Ate_50k,49,Gov_Local,110172,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,41,Privado,144032,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,60,EUA
Ate_50k,26,Privado,224426,Mestrado,14,Solteiro,Executivo_Gerencia,Filho,Branca,Masculino,0,0,38,EUA
Ate_50k,37,Privado,230408,Medio_Completo,9,Divorciado,Servicos_Gerais,Fora_da_Familia,Preta,Feminino,0,0,20,EUA
Acima_50k,50,Gov_Local,20795,Superior_Incompleto,10,Casado,Seguranca,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,20,Privado,174714,Superior_Incompleto,10,Solteiro,Servicos_Gerais,Filho,Branca,Masculino,0,0,20,EUA
Ate_50k,30,Privado,149531,Superior_Incompleto,10,Casado,Vendas,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,23,Privado,34113,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,45,EUA
Acima_50k,44,Gov_Local,323790,Graduacao,13,Casado,Seguranca,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,28,Privado,331381,Graduacao,13,Solteiro,Administrativo,Fora_da_Familia,Branca,Masculino,0,0,40,EUA
Acima_50k,48,Privado,160647,Superior_Incompleto,10,Solteiro,Executivo_Gerencia,Fora_da_Familia,Branca,Feminino,0,0,40,Irlanda
Ate_50k,34,Privado,339142,Medio_Completo,9,Separado,Auxiliar_Limpeza,Nao_Casado,Branca,Feminino,0,0,40,EUA
Ate_50k,58,Privado,164857,Graduacao,13,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,0,99,EUA
Ate_50k,33,Gov_Local,267859,Superior_Incompleto,10,Casado,Seguranca,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,38,Privado,167725,Graduacao,13,Casado_Ausente,Transporte,Fora_da_Familia,Outra,Masculino,0,0,84,India
Ate_50k,67,Autonomo,105907,Fundamental_1a4,2,Viuvo,Servicos_Gerais,Fora_da_Familia,Preta,Feminino,0,0,20,EUA
Ate_50k,23,Privado,200677,Medio_1,6,Solteiro,Operador_Maquina,Fora_da_Familia,Branca,Feminino,0,0,40,EUA
Acima_50k,42,Privado,193882,Superior_Incompleto,10,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,54,Privado,138026,Medio_Completo,9,Casado,Administrativo,Esposa,Branca,Feminino,0,0,40,EUA
Acima_50k,49,Privado,122385,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,35,Privado,49020,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,60,EUA
Ate_50k,26,Privado,283715,Medio_Completo,9,Solteiro,Reparos_Manuais,Filho,Branca,Masculino,0,0,40,EUA
Ate_50k,36,Privado,166416,Medio_Completo,9,Casado,Auxiliar_Limpeza,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,25,Privado,156334,Medio_1,6,Casado,Operador_Maquina,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,35,Gov_Local,45607,Mestrado,14,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,0,60,EUA
Ate_50k,40,Gov_Local,112362,Mestrado,14,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,52,Privado,200419,Tecnologo,12,Separado,Profissional_Especializado,Fora_da_Familia,Branca,Feminino,0,0,50,EUA
Acima_50k,42,Gov_Estadual,341638,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,25,,34161,Medio_3,8,Separado,,Nao_Casado,Branca,Feminino,0,0,30,EUA
Acima_50k,50,Autonomo,127151,Mestrado,14,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,0,40,Canada
Acima_50k,52,Privado,321959,Superior_Incompleto,10,Casado,Suporte_Tecnico,Marido,Preta,Masculino,0,0,40,EUA
Ate_50k,51,Gov_Local,35211,Mestrado,14,Casado,Profissional_Especializado,Marido,Indigena,Masculino,0,0,40,EUA
Ate_50k,19,Privado,214935,Superior_Incompleto,10,Solteiro,Auxiliar_Limpeza,Filho,Branca,Masculino,0,0,40,EUA
Acima_50k,43,Privado,132130,Tecnico,11,Casado,Agricultura_Pesca,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,57,Privado,222247,Medio_3,8,Casado,Transporte,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,35,Privado,165799,Medio_Completo,9,Divorciado,Executivo_Gerencia,Fora_da_Familia,Branca,Masculino,0,0,60,EUA
Ate_50k,30,Privado,257874,Graduacao,13,Solteiro,Vendas,Fora_da_Familia,Branca,Feminino,0,0,30,EUA
Ate_50k,38,Privado,357173,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,45,Gov_Estadual,305739,Superior_Incompleto,10,Divorciado,Administrativo,Fora_da_Familia,Branca,Feminino,0,0,40,EUA
Ate_50k,23,Privado,172047,Medio_Completo,9,Solteiro,Auxiliar_Limpeza,Filho,Branca,Masculino,0,0,40,EUA
Ate_50k,22,Privado,110677,Superior_Incompleto,10,Separado,Servicos_Gerais,Filho,Branca,Feminino,0,0,40,EUA
Ate_50k,21,,405684,Medio_Completo,9,Solteiro,,Outro_Parente,Branca,Masculino,0,0,35,Mexico
Ate_50k,60,Privado,82388,Superior_Incompleto,10,Casado,Seguranca,Marido,Branca,Masculino,0,0,38,EUA
Acima_50k,45,Privado,289230,Graduacao,13,Divorciado,Profissional_Especializado,Nao_Casado,Branca,Feminino,0,0,48,EUA
Ate_50k,49,Gov_Estadual,336509,Medio_1,6,Casado,Servicos_Gerais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,29,Privado,383402,Superior_Incompleto,10,Divorciado,Servicos_Gerais,Fora_da_Familia,Branca,Feminino,0,0,35,EUA
Ate_50k,40,Privado,280362,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,0,35,EUA
Ate_50k,42,Privado,173704,Mestrado,14,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,33,Privado,433375,Fundamental_1a4,2,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,35,Mexico
Ate_50k,63,Autonomo,106551,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,53,Privado,22418,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,38,Privado,54816,Tecnico,11,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,44,Privado,358199,Superior_Incompleto,10,Casado,Vendas,Marido,Branca,Masculino,0,0,45,EUA
Ate_50k,43,Privado,190044,Medio_1,6,Casado,Transporte,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,26,Privado,97698,Mestrado,14,Solteiro,Executivo_Gerencia,Fora_da_Familia,Branca,Masculino,0,0,32,EUA
Ate_50k,56,Privado,53366,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,39,Privado,236136,Tecnico,11,Divorciado,Administrativo,Nao_Casado,Preta,Feminino,0,0,40,EUA
Ate_50k,44,Privado,326232,Fundamental_7a8,4,Divorciado,Auxiliar_Limpeza,Fora_da_Familia,Branca,Masculino,0,0,48,EUA
Acima_50k,34,Privado,581071,Medio_Completo,9,Separado,Administrativo,Fora_da_Familia,Branca,Masculino,0,0,48,EUA
Ate_50k,40,Privado,220589,Tecnologo,12,Solteiro,Administrativo,Fora_da_Familia,Branca,Feminino,0,0,40,EUA
Ate_50k,38,Gov_Federal,161463,Superior_Incompleto,10,Casado,Servicos_Gerais,Marido,Preta,Masculino,0,0,40,EUA
Ate_50k,44,Privado,95255,Superior_Incompleto,10,Divorciado,Administrativo,Nao_Casado,Branca,Feminino,0,0,40,EUA
Ate_50k,34,Gov_Federal,223267,Superior_Incompleto,10,Divorciado,Seguranca,Filho,Branca,Masculino,0,0,72,EUA
Ate_50k,22,Privado,236769,Graduacao,13,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,0,20,Inglaterra
Acima_50k,58,Empresario,229498,Superior_Incompleto,10,Viuvo,Vendas,Fora_da_Familia,Branca,Feminino,0,0,20,EUA
Ate_50k,43,Privado,177083,Superior_Incompleto,10,Divorciado,Suporte_Tecnico,Nao_Casado,Branca,Feminino,0,0,30,EUA
Ate_50k,23,Privado,287681,Medio_Completo,9,Solteiro,Reparos_Manuais,Filho,Branca,Masculino,0,0,40,Colombia
Ate_50k,41,Privado,49797,Superior_Incompleto,10,Separado,Executivo_Gerencia,Fora_da_Familia,Preta,Feminino,0,0,40,EUA
Ate_50k,44,Privado,174051,Superior_Incompleto,10,Solteiro,Servicos_Gerais,Fora_da_Familia,Branca,Masculino,0,0,35,EUA
Ate_50k,32,Privado,194901,Medio_Completo,9,Casado,Administrativo,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,38,Gov_Local,252250,Tecnologo,12,Casado,Seguranca,Marido,Branca,Masculino,0,0,56,EUA
Acima_50k,47,Privado,191277,Superior_Incompleto,10,Casado,Vendas,Marido,Branca,Masculino,0,0,50,EUA
Ate_50k,24,Privado,174907,Medio_Completo,9,Solteiro,Servicos_Gerais,Filho,Branca,Feminino,0,0,30,EUA
Ate_50k,39,Privado,167140,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,32,Privado,236543,Medio_3,8,Divorciado,Seguranca,Filho,Branca,Masculino,0,0,54,Mexico
Ate_50k,40,Privado,214242,Medio_Completo,9,Casado,Operador_Maquina,Marido,Branca,Masculino,0,0,50,EUA
Ate_50k,71,Privado,200418,Fundamental_5a6,3,Casado,Transporte,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,45,Gov_Local,167334,Mestrado,14,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,0,50,EUA
Ate_50k,54,Privado,146834,Medio_Completo,9,Divorciado,Transporte,Fora_da_Familia,Branca,Masculino,0,0,45,EUA
Ate_50k,26,Privado,78424,Tecnico,11,Solteiro,Vendas,Nao_Casado,Branca,Feminino,0,0,54,EUA
Acima_50k,37,Privado,182675,Superior_Incompleto,10,Casado,Executivo_Gerencia,Esposa,Branca,Feminino,0,0,45,EUA
Ate_50k,28,Autonomo,38079,Superior_Incompleto,10,Casado,Agricultura_Pesca,Marido,Branca,Masculino,0,0,55,EUA
Ate_50k,42,Privado,115178,Graduacao,13,Divorciado,Profissional_Especializado,Nao_Casado,Branca,Feminino,0,0,15,EUA
Ate_50k,45,Privado,195949,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,37,Privado,167415,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,0,50,EUA
Ate_50k,57,Privado,223214,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,0,50,EUA
Ate_50k,39,Privado,22245,Graduacao,13,Casado,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,0,60,EUA
Acima_50k,45,Gov_Estadual,81853,Superior_Incompleto,10,Casado,Administrativo,Esposa,Asiatica,Feminino,0,0,40,EUA
Ate_50k,30,Privado,147921,Tecnico,11,Divorciado,Administrativo,Fora_da_Familia,Branca,Feminino,0,0,46,EUA
Acima_50k,27,Privado,29261,Medio_Completo,9,Casado_Militar,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,44,Privado,257758,Doutorado,16,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,38,Privado,205493,Medio_Completo,9,Casado,Executivo_Gerencia,Esposa,Branca,Feminino,0,0,60,EUA
Ate_50k,19,Privado,71650,Medio_Completo,9,Solteiro,Agricultura_Pesca,Filho,Branca,Masculino,0,0,40,EUA
Ate_50k,39,Privado,150217,Superior_Incompleto,10,Divorciado,Vendas,Fora_da_Familia,Branca,Feminino,0,0,38,EUA
Ate_50k,55,Empresario,258648,Medio_1,6,Viuvo,Transporte,Fora_da_Familia,Branca,Masculino,0,0,40,EUA
Ate_50k,17,Privado,114798,Medio_1,6,Solteiro,Servicos_Gerais,Filho,Branca,Feminino,0,0,20,EUA
Ate_50k,43,Privado,186188,Superior_Incompleto,10,Divorciado,Administrativo,Nao_Casado,Branca,Feminino,0,0,40,EUA
Ate_50k,36,Gov_Local,175255,Medio_Completo,9,Casado,Servicos_Gerais,Esposa,Branca,Feminino,0,0,35,EUA
Ate_50k,45,Privado,249935,Graduacao,13,Casado,Agricultura_Pesca,Marido,Branca,Masculino,0,0,60,EUA
Acima_50k,44,Privado,120277,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,38,EUA
Acima_50k,26,Privado,193165,Superior_Incompleto,10,Casado,Transporte,Marido,Branca,Masculino,0,0,52,EUA
Ate_50k,21,Privado,221418,Medio_Completo,9,Solteiro,Servicos_Gerais,Filho,Branca,Feminino,0,0,40,EUA
Ate_50k,43,Gov_Federal,56063,Graduacao,13,Casado,Vendas,Marido,Branca,Masculino,0,0,60,EUA
Ate_50k,34,Privado,153927,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,33,Gov_Estadual,163110,Graduacao,13,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,0,20,EUA
Ate_50k,40,Empresario,175696,Medio_Completo,9,Solteiro,Vendas,Fora_da_Familia,Branca,Masculino,0,0,51,EUA
Ate_50k,46,Privado,143189,Fundamental_5a6,3,Solteiro,Operador_Maquina,Filho,Branca,Feminino,0,0,40,Rep_Dominicana
Ate_50k,20,,114969,Medio_Completo,9,Solteiro,,Filho,Branca,Masculino,0,0,40,EUA
Ate_50k,54,Gov_Estadual,32778,Medio_Completo,9,Viuvo,Executivo_Gerencia,Fora_da_Familia,Branca,Feminino,0,0,40,EUA
Ate_50k,23,Privado,150683,Superior_Incompleto,10,Solteiro,Executivo_Gerencia,Filho,Branca,Masculino,0,0,40,EUA
Ate_50k,58,Empresario,78104,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,45,EUA
Ate_50k,42,Autonomo,201520,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,45,EUA
Ate_50k,25,Privado,124111,Medio_Completo,9,Solteiro,Servicos_Gerais,Fora_da_Familia,Branca,Feminino,0,0,38,EUA
Ate_50k,60,Privado,166386,Medio_2,7,Casado,Operador_Maquina,Esposa,Asiatica,Feminino,0,0,30,Hong_Kong
Ate_50k,43,Gov_Estadual,117471,Medio_Completo,9,Solteiro,Administrativo,Fora_da_Familia,Branca,Feminino,0,0,40,EUA
Ate_50k,25,Privado,361307,Graduacao,13,Solteiro,Vendas,Filho,Branca,Feminino,0,0,40,EUA
Ate_50k,31,Privado,142038,Medio_Completo,9,Casado,Reparos_Manuais,Esposa,Branca,Feminino,0,0,45,EUA
Ate_50k,35,Privado,276552,Medio_Completo,9,Divorciado,Reparos_Manuais,Fora_da_Familia,Branca,Masculino,0,0,40,EUA
Ate_50k,48,Privado,50402,Superior_Incompleto,10,Divorciado,Operador_Maquina,Nao_Casado,Branca,Masculino,0,0,40,EUA
Acima_50k,43,Autonomo,174090,Medio_Completo,9,Casado,Administrativo,Esposa,Branca,Feminino,0,0,20,EUA
Ate_50k,27,Privado,277760,Medio_Completo,9,Divorciado,Executivo_Gerencia,Nao_Casado,Branca,Feminino,0,0,40,EUA
Ate_50k,52,Autonomo,165278,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,0,22,EUA
Acima_50k,49,Privado,182752,Superior_Incompleto,10,Casado,Administrativo,Esposa,Branca,Feminino,0,0,40,EUA
Ate_50k,31,Privado,173002,Medio_Completo,9,Solteiro,Administrativo,Filho,Branca,Feminino,0,0,40,EUA
Ate_50k,59,Privado,261232,Medio_2,7,Divorciado,Agricultura_Pesca,Fora_da_Familia,Branca,Masculino,0,0,40,EUA
Ate_50k,27,Privado,164607,Graduacao,13,Casado,Servicos_Gerais,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,38,Autonomo,129573,Mestrado,14,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,0,40,EUA
Acima_50k,51,Gov_Federal,36186,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,24,Privado,325744,Medio_Completo,9,Solteiro,Reparos_Manuais,Fora_da_Familia,Branca,Masculino,0,0,40,EUA
Acima_50k,58,Empresario,329793,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,45,EUA
Ate_50k,46,Privado,133616,Superior_Incompleto,10,Divorciado,Administrativo,Nao_Casado,Branca,Feminino,0,0,40,EUA
Ate_50k,55,Privado,83401,Fundamental_5a6,3,Viuvo,Operador_Maquina,Nao_Casado,Branca,Feminino,0,0,40,EUA
Ate_50k,76,Privado,239880,Medio_Completo,9,Divorciado,Administrativo,Fora_da_Familia,Branca,Feminino,0,0,8,EUA
Ate_50k,25,Privado,201737,Superior_Incompleto,10,Divorciado,Administrativo,Nao_Casado,Branca,Feminino,0,0,40,EUA
Ate_50k,33,Privado,143540,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,46,Privado,28334,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,51,Privado,245873,Superior_Incompleto,10,Casado,Administrativo,Esposa,Branca,Feminino,0,0,40,EUA
Ate_50k,42,Gov_Local,199095,Tecnico,11,Viuvo,Profissional_Especializado,Nao_Casado,Preta,Feminino,0,0,40,EUA
Ate_50k,41,Gov_Local,575442,Superior_Incompleto,10,Divorciado,Reparos_Manuais,Fora_da_Familia,Branca,Masculino,0,0,40,EUA
Ate_50k,42,Gov_Estadual,184682,Tecnologo,12,Divorciado,Servicos_Gerais,Fora_da_Familia,Branca,Feminino,0,0,40,EUA
Acima_50k,34,Privado,69251,Medio_Completo,9,Casado,Transporte,Marido,Asiatica,Masculino,0,0,40,EUA
Ate_50k,31,Privado,225507,Tecnico,11,Solteiro,Servicos_Gerais,Nao_Casado,Branca,Feminino,0,0,40,EUA
Ate_50k,35,Privado,407068,Fundamental_1a4,2,Casado_Ausente,Servicos_Gerais,Fora_da_Familia,Branca,Masculino,0,0,40,Guatemala
Ate_50k,40,Privado,170019,Medio_Completo,9,Solteiro,Servicos_Gerais,Fora_da_Familia,Branca,Masculino,0,0,40,
Acima_50k,46,Gov_Local,125892,Superior_Incompleto,10,Casado,Seguranca,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,43,Gov_Local,35824,Mestrado,14,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,0,40,EUA
Ate_50k,35,Privado,67083,Medio_Completo,9,Casado,Servicos_Gerais,Marido,Asiatica,Masculino,0,0,40,China
Ate_50k,23,Privado,107801,Graduacao,13,Solteiro,Administrativo,Filho,Branca,Feminino,0,0,20,EUA
Ate_50k,50,Autonomo,95577,Medio_Completo,9,Casado,Servicos_Gerais,Esposa,Branca,Feminino,0,0,12,
Ate_50k,43,Privado,118536,Medio_Completo,9,Divorciado,Operador_Maquina,Outro_Parente,Preta,Masculino,0,0,40,EUA
Acima_50k,61,Privado,198078,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,29,Privado,78261,Especializacao,15,Solteiro,Profissional_Especializado,Filho,Branca,Masculino,0,0,50,EUA
Ate_50k,21,Privado,234108,Medio_Completo,9,Solteiro,Vendas,Fora_da_Familia,Branca,Masculino,0,0,40,EUA
Ate_50k,40,Privado,92717,Medio_Completo,9,Solteiro,Servicos_Gerais,Nao_Casado,Preta,Feminino,0,0,40,EUA
Ate_50k,23,Privado,257683,Graduacao,13,Solteiro,Profissional_Especializado,Filho,Branca,Masculino,0,0,40,EUA
Ate_50k,90,Privado,40388,Graduacao,13,Solteiro,Executivo_Gerencia,Fora_da_Familia,Branca,Masculino,0,0,55,EUA
Ate_50k,24,Privado,55424,Graduacao,13,Solteiro,Executivo_Gerencia,Filho,Branca,Masculino,0,0,40,EUA
Acima_50k,40,Gov_Local,319271,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,60,EUA
Ate_50k,37,Autonomo,75050,Tecnico,11,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,55,EUA
Ate_50k,31,Privado,182896,Medio_Completo,9,Solteiro,Reparos_Manuais,Fora_da_Familia,Branca,Feminino,0,0,40,EUA
Ate_50k,22,Privado,188274,Medio_Completo,9,Solteiro,Transporte,Filho,Branca,Masculino,0,0,40,EUA
Ate_50k,25,Privado,211497,Superior_Incompleto,10,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,0,40,EUA
Acima_50k,47,Gov_Local,172246,Mestrado,14,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,0,60,EUA
Ate_50k,48,Gov_Local,219962,Tecnico,11,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,36,,186815,Mestrado,14,Casado,,Marido,Branca,Masculino,0,0,50,EUA
Ate_50k,26,,132749,Graduacao,13,Solteiro,,Fora_da_Familia,Branca,Feminino,0,0,80,EUA
Ate_50k,28,Privado,209801,Fundamental_9,5,Casado,Operador_Maquina,Esposa,Branca,Feminino,0,0,40,EUA
Ate_50k,20,Gov_Estadual,178517,Superior_Incompleto,10,Solteiro,Agricultura_Pesca,Fora_da_Familia,Branca,Masculino,0,0,40,EUA
Ate_50k,51,Privado,169364,Superior_Incompleto,10,Divorciado,Auxiliar_Limpeza,Fora_da_Familia,Branca,Feminino,0,0,40,Irlanda
Acima_50k,32,Gov_Federal,164707,Medio_Completo,9,Casado,Administrativo,Esposa,Branca,Feminino,0,0,40,EUA
Ate_50k,55,Privado,144084,Medio_1,6,Casado,Servicos_Gerais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,41,Gov_Local,133692,Graduacao,13,Divorciado,Seguranca,Nao_Casado,Branca,Feminino,0,0,40,EUA
Acima_50k,45,Empresario,145290,Medio_Completo,9,Casado,Servicos_Gerais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,65,Gov_Local,24824,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,0,40,EUA
Ate_50k,22,Privado,235829,Superior_Incompleto,10,Solteiro,Administrativo,Filho,Branca,Feminino,0,0,40,EUA
Ate_50k,22,,196280,Superior_Incompleto,10,Solteiro,,Filho,Branca,Feminino,0,0,20,EUA
